metraj,Sale Sakht,otagh,location,price,floor
۸۷,۱۴۰۰,۲,لحظاتی پیش در تهران، مرزداران,۱۳٬۹۲۰٬۰۰۰٬۰۰۰ تومان,۷ از ۹
۹۸,۱۳۹۷,۲,دقایقی پیش در تهران، کوی فردوس,۱۰٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۵
۶۰,۱۳۹۶,۱,لحظاتی پیش در تهران، ابراهیم‌آباد، میدان باقری (خیابان قاسم باقری),۱٬۵۶۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۸۷,۱۳۹۴,۲,دقایقی پیش در تهران، سازمان برنامه,۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۷۰,۱۳۷۵,۳,دقایقی پیش در تهران، فرمانیه,۳۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۶۱,۱۳۹۵,۲,دقایقی پیش در تهران، اندیشه (شهر زیبا),۲٬۶۵۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۰۵,۱۴۰۱,۲,دقایقی پیش در تهران، هروی,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۷ از ۱۱
۹۰,۱۳۸۷,۲,لحظاتی پیش در تهران، پونک,۱۰٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۶۷,۱۳۸۳,۲,دقایقی پیش در تهران، جنت‌آباد جنوبی,۶٬۶۶۶٬۰۰۰٬۰۰۰ تومان,همکف از ۴
۹۱,۱۳۸۴,۲,لحظاتی پیش در تهران، شهرک نفت (منطقه ۵),۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,همکف
۸۸,۱۳۸۰,۲,لحظاتی پیش در تهران، سازمان برنامه,۹٬۵۹۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳
۲۶۰,۱۳۹۵,۴,دقایقی پیش در تهران، قیطریه,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۱۱۰,۱۳۸۹,۲,لحظاتی پیش در تهران، سعادت‌آباد,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۶۰,۱۳۹۵,۳,دقایقی پیش در تهران، شهرک راه‌آهن,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱
۸۵,۱۴۰۱,۲,دقایقی پیش در تهران، نیاوران، سه راه یاسر,۲۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۹
۱۰۲,۱۳۸۷,۲,دقایقی پیش در تهران، قیطریه,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۲۸,۱۴۰۱,۲,دقایقی پیش در تهران، پاسداران,۱۵٬۳۶۰٬۰۰۰٬۰۰۰ تومان,۸ از ۱۲
۱۲۲,۱۳۹۰,۳,دقایقی پیش در تهران، سازمان برنامه,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۸۰,۱۳۹۶,۲,دقایقی پیش در تهران، ایران، کوچه مسجد آشتیانی ها (خ. درخشان),۶٬۲۸۰٬۰۰۰٬۰۰۰ تومان,شخصی
۷۳,۱۴۰۱,۱,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۸۲,۱۳۸۵,۳,لحظاتی پیش در تهران، قیطریه,۱۸٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۴
۹۶,۱۳۹۲,۲,لحظاتی پیش در تهران، قلهک,۱۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۲
۱۰۲,۱۴۰۲,۲,لحظاتی پیش در تهران، وردآورد,۹۱۸٬۰۰۰٬۰۰۰ تومان,۱۰ از ۱۵
۹۴,۱۳۹۶,۲,لحظاتی پیش در تهران، پونک,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۱۲,۱۴۰۲,۲,دقایقی پیش در تهران، شهرک راه‌آهن,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۵۰,۱۴۰۱,۳,لحظاتی پیش در تهران، قبا,۲۴٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۲
۴۶,۱۳۹۹,۱,لحظاتی پیش در تهران، مخصوص,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۵۵۰,۱۳۹۹,+۴,دقایقی پیش در تهران، زعفرانیه,۱۶۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۱۸,۱۴۰۲,۲,لحظاتی پیش در تهران، شهرک راه‌آهن,۱٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۹ از ۱۲
۷۲,۱۳۹۵,۱,لحظاتی پیش در تهران، خانی‌آباد، خیابان مختاری شرقی (خ. وحدت اسلامی),۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۱۷,۱۴۰۲,۲,دقایقی پیش در تهران، پاسداران,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۵۴,۱۳۹۸,۱,دقایقی پیش در تهران، استاد معین,۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۲۵۰,۱۴۰۱,۳,لحظاتی پیش در تهران، ولنجک,۷۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶ از ۱۵
۱۲۰,۱۳۷۱,۲,دقایقی پیش در تهران، دهکده المپیک,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲
۵۵,۱۴۰۲,۱,دقایقی پیش در تهران، باغ فیض,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۲
۶۶,۱۳۹۴,۲,دقایقی پیش در تهران، چیتگر,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲
۹۵,۱۳۸۰,۲,دقایقی پیش در تهران، پلیس، خیابان کلیم کاشانی (خ. شیخ صفی),۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴
۱۰۰,۱۳۸۵,۲,دقایقی پیش در تهران، شهرک راه‌آهن,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲
۵۸,۱۳۸۵,۲,دقایقی پیش در تهران، دولت‌آباد,۱٬۹۹۰٬۰۰۰٬۰۰۰ تومان,۴
۷۰,۱۳۹۳,۲,دقایقی پیش در تهران، ارم، خیابان بهار جنوبی (خ. طالقانی),۷٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۵
۴۵,۱۳۸۱,۱,دقایقی پیش در تهران، سلسبیل,۲٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۱۰۰,۱۴۰۱,۲,دقایقی پیش در تهران، چیتگر,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۹
۱۲۰,۱۳۹۸,۲,دقایقی پیش در تهران، آبشار تهران,۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱۰
۷۴,۱۴۰۲,۱,دقایقی پیش در تهران، پونک,۷٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۸
۲۸۰,۱۳۹۲,۳,دقایقی پیش در تهران، امامزاده قاسم,۴۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,همکف
۸۶,۱۳۹۹,۲,دقایقی پیش در تهران، استاد معین,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۱۵,۱۴۰۱,۲,دقایقی پیش در تهران، شهرک نفت (منطقه ۵),۱۴٬۹۰۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۰۰,۱۴۰۱,۲,دقایقی پیش در تهران، چیتگر,۱٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۲۰ از ۲۱
۱۶۴,۱۳۸۶,۳,دقایقی پیش در تهران، سعادت‌آباد,۲۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۱۴,۱۳۸۳,۲,دقایقی پیش در تهران، سعادت‌آباد,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱
۶۰,۱۴۰۱,۱,دقایقی پیش در تهران، گیشا (کوی نصر),۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۴۶,۱۳۹۰,۳,دقایقی پیش در تهران، شهران جنوبی,۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۰۳,۱۴۰۱,۲,دقایقی پیش در تهران، حسین‌آباد,۱۲٬۸۹۰٬۰۰۰٬۰۰۰ تومان,۴
۱۳۲,۱۴۰۱,۳,دقایقی پیش در تهران، چیتگر,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۶
۱۱۵,۱۳۹۶,۲,دقایقی پیش در تهران، سعادت‌آباد,۲۸٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۴
۹۵,۱۳۹۹,۲,دقایقی پیش در تهران، شوش,۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۴۰,۱۴۰۱,۳,دقایقی پیش در تهران، گیشا (کوی نصر),۲۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳
۴۷,۱۳۸۰,۱,لحظاتی پیش در تهران، سلسبیل، کوچه دامپزشکی (خ. آذربایجان),۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۳
۲۷۰,۱۳۹۵,۴,لحظاتی پیش در تهران، فرمانیه,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۶
۱۴۶,قبل از ۱۳۷۰,۳,لحظاتی پیش در تهران، اکباتان,۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,+۳۰
۸۴,۱۴۰۱,۲,لحظاتی پیش در تهران، استاد معین,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲
۱۳۵,۱۴۰۲,۳,دقایقی پیش در تهران، چیتگر,۵٬۶۷۰٬۰۰۰٬۰۰۰ تومان,۳۰
۵۳,۱۳۸۲,۱,دقایقی پیش در تهران، جیحون,۲٬۷۴۵٬۰۰۰٬۰۰۰ تومان,۱
۳۳۰,۱۴۰۱,۴,دقایقی پیش در تهران، اقدسیه,۶۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۷
۹۰,۱۳۹۸,۲,دقایقی پیش در تهران، پونک,۹٬۵۴۰٬۰۰۰٬۰۰۰ تومان,۳
۱۲۰,۱۳۸۴,۳,لحظاتی پیش در تهران، پاسداران,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۶۲,۱۳۹۲,۱,لحظاتی پیش در تهران، شهرک آزادی,۴٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۱
۵۸,۱۳۹۰,۱,دقایقی پیش در تهران، اسکندری,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۵۵,۱۳۹۵,۱,دقایقی پیش در تهران، سلیمانی,۳٬۰۵۰٬۰۰۰٬۰۰۰ تومان,۳
۶۰,۱۳۹۸,۱,لحظاتی پیش در تهران، سعادت‌آباد,۱۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱
۱۵۶,۱۴۰۲,۳,دقایقی پیش در تهران، کوی فردوس,۱۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۷۵,۱۴۰۲,۲,لحظاتی پیش در تهران، استاد معین,۵٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۲
۶۳,۱۳۷۷,۱,دقایقی پیش در تهران، جیحون، کوچه آطاهریان (خ. نوری),۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,همکف از ۲
۷۰,۱۳۷۵,۲,دقایقی پیش در تهران، سبلان، کوچه بی غم (خ. سبلان شمالی),۲٬۶۹۰٬۰۰۰٬۰۰۰ تومان,زیرهمکف از ۴
۶۰,۱۳۸۶,۱,دقایقی پیش در تهران، هاشمی,۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۱۲۲,۱۴۰۰,۲,دقایقی پیش در تهران، ازگل,۱۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۹۸,۱۳۹۹,۲,لحظاتی پیش در تهران، جنت‌آباد مرکزی,۱۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۲۶,۱۴۰۱,۲,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۹٬۱۲۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۵۴,۱۴۰۲,۳,دقایقی پیش در تهران، چیتگر,۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۸
۱۰۳,۱۳۹۶,۲,دقایقی پیش در تهران، وردآورد,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۴۵,۱۳۹۸,۱,دقایقی پیش در تهران، اندیشه (شهر زیبا),۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۶
۷۰,۱۳۹۱,۲,دقایقی پیش در تهران، جنت‌آباد جنوبی,۶٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۵۱,۱۳۹۰,۱,دقایقی پیش در تهران، شهرک دریا,۳٬۸۲۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۵۰,۱۳۷۵,۳,دقایقی پیش در تهران، یوسف‌آباد,۱۶٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۴
۳۴,۱۳۸۲,۱,دقایقی پیش در تهران، نازی‌آباد,۲٬۴۵۰٬۰۰۰٬۰۰۰ تومان,شخصی
۶۵,۱۳۸۳,۱,دقایقی پیش در تهران، افسریه,۳٬۵۵۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۱۹,۱۴۰۱,۲,دقایقی پیش در تهران، پاسداران,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸ از ۱۱
۷۲,۱۳۹۱,۲,دقایقی پیش در تهران، مسعودیه,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴
۱۴۸,۱۴۰۱,۳,دقایقی پیش در تهران، مرزداران,۱۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۸
۵۲,۱۴۰۲,۱,دقایقی پیش در تهران، استاد معین,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۵۶,۱۳۸۶,۲,دقایقی پیش در تهران، سازمان برنامه,۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۱۲۵,۱۴۰۰,۳,لحظاتی پیش در تهران، مرزداران,۱۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۶۷,۱۳۸۲,۲,لحظاتی پیش در تهران، فردوسی,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۷۵,۱۳۹۵,۳,لحظاتی پیش در تهران، هروی,۱۹٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۲
۵۶,۱۳۹۴,۱,لحظاتی پیش در تهران، یافت‌آباد,۱٬۸۴۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۴۹,۱۴۰۰,۱,لحظاتی پیش در تهران، بریانک,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۱۵,۱۳۸۷,۲,لحظاتی پیش در تهران، زعفرانیه,۲۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۶۶,۱۳۹۵,۳,لحظاتی پیش در تهران، هروی,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۱۴۲,۱۳۸۶,۳,لحظاتی پیش در تهران، هروی,۱۶٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۲۳۰,۱۴۰۲,۳,دقایقی پیش در تهران، دروس,۶۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۱۰
۷۲,۱۳۹۴,۲,دقایقی پیش در تهران، نیاوران، خیابان منظریه دوم (خ. شهید باهنر),۸٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱
۵۷,۱۳۸۵,۱,لحظاتی پیش در تهران، افسریه,۲٬۹۳۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۴۰,۱۳۹۱,۳,دقایقی پیش در تهران، حکیمیه,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۴۲۰,۱۳۹۳,۴,لحظاتی پیش در تهران، فرمانیه,۱۰۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹
۶۵,۱۳۸۸,۱,لحظاتی پیش در تهران، شهرک راه‌آهن,۶٬۰۳۰٬۰۰۰٬۰۰۰ تومان,۳ از ۳
۷۰,۱۳۸۹,۲,لحظاتی پیش در تهران، دهکده المپیک,۴٬۹۶۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۸۵,۱۳۹۵,۲,لحظاتی پیش در تهران، گیشا (کوی نصر),۱۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۷۷,۱۳۸۵,۳,لحظاتی پیش در تهران، شهر زیبا,۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۱۰
۱۱۰,۱۴۰۲,۲,لحظاتی پیش در تهران، آجودانیه,۱۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۹ از ۱۱
۷۰,۱۳۹۵,۲,لحظاتی پیش در تهران، شهرک کیانشهر,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۱۰,۱۳۹۴,۲,لحظاتی پیش در تهران، شهرک راه‌آهن,۷٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۵۰,۱۳۹۴,۱,لحظاتی پیش در تهران، شهرک کیانشهر,۲٬۳۹۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۸۳,۱۴۰۱,۲,لحظاتی پیش در تهران، شهرک کیانشهر,۴٬۱۹۹٬۰۰۰٬۰۰۰ تومان,۳ از ۴
۶۰,۱۳۹۵,۱,لحظاتی پیش در تهران، شهرک کیانشهر,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۶۱,۱۳۹۳,۱,لحظاتی پیش در تهران، شهرک کیانشهر,۲٬۷۴۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۷۷,۱۳۷۲,۲,لحظاتی پیش در تهران، شهرک کیانشهر,۲٬۶۹۹٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۳۸,۱۳۹۹,۲,لحظاتی پیش در تهران، دریاچه شهدای خلیج فارس,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۲
۱۳۲,۱۴۰۱,۳,دقایقی پیش در تهران، پاسداران,۱۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۴۴,۱۴۰۰,۳,دقایقی پیش در تهران، ظفر,۲۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳
۴۹,۱۳۸۳,۱,دقایقی پیش در تهران، آهنگ، بزرگراه محلاتی (خیابان ری),۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۷۶,۱۳۸۷,۲,دقایقی پیش در تهران، پونک,۷٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۱۰,۱۴۰۱,۲,دقایقی پیش در تهران، ستارخان,۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۶
۷۸,۱۳۹۴,۲,لحظاتی پیش در تهران، شهرک پرواز,۸٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۳
۹۴,۱۳۹۹,۲,لحظاتی پیش در تهران، دربند,۱۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۵
۸۵,۱۴۰۱,۲,دقایقی پیش در تهران، جنت‌آباد مرکزی,۱۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۵۵,۱۳۹۵,۳,دقایقی پیش در تهران، نیاوران,۲۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۲۰,۱۴۰۱,۳,لحظاتی پیش در تهران، چیتگر، خیابان اردستانی,۳٬۰۶۰٬۰۰۰٬۰۰۰ تومان,۱۶ از ۲۴
۹۴,۱۳۷۶,۲,دقایقی پیش در تهران، کوی فردوس، بلوار فردوس (ب. ستاری),۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۸۷,۱۴۰۰,۲,دقایقی پیش در تهران، دریان‌نو,۹٬۳۴۰٬۰۰۰٬۰۰۰ تومان,۵
۸۰,۱۳۹۱,۲,دقایقی پیش در تهران، هروی,۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۰۰,۱۴۰۲,۲,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۹ از ۱۵
۱۶۵,۱۴۰۰,۳,دقایقی پیش در تهران، زعفرانیه,۴۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۵۳,۱۳۹۶,۱,دقایقی پیش در تهران، جیحون,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴
۱۵۵,۱۳۹۶,۳,دقایقی پیش در تهران، سعادت‌آباد، میدان طهرانی مقدم (بلوار سعادت آباد),۳۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۶۴,۱۳۹۳,۱,لحظاتی پیش در تهران، دکتر هوشیار,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۳۵۸,۱۳۹۵,۴,لحظاتی پیش در تهران، نیاوران، خیابان فیضیه (خ. شهید باهنر),۸۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹ از ۱۰
۸۵,۱۳۸۱,۲,لحظاتی پیش در تهران، صادقیه,۷٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۶۳,۱۳۸۹,۲,دقایقی پیش در تهران، جیحون,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۲۰۰,۱۳۸۵,۳,لحظاتی پیش در تهران، ولنجک,۳۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹
۱۰۰,۱۴۰۱,۲,دقایقی پیش در تهران، چیتگر,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۵
۱۰۰,۱۴۰۱,۲,دقایقی پیش در تهران، چیتگر,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۰
۶۷,۱۳۸۹,۱,دقایقی پیش در تهران، کوی فردوس,۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
