metraj,Sale Sakht,otagh,location,price,floor
۱۱۱,۱۳۹۶,۲,لحظاتی پیش در تهران، شهرک غرب,۲۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱
۶۵,۱۳۸۵,۱,لحظاتی پیش در تهران، پونک,۵٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱
۹۵,۱۴۰۲,۲,لحظاتی پیش در تهران، بریانک,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۶
۱۲۲,۱۴۰۱,۳,لحظاتی پیش در تهران، جی,۷٬۵۰۳٬۰۰۰٬۰۰۰ تومان,۳ از ۶
۱۴۲,۱۳۹۷,۲,لحظاتی پیش در تهران، آرژانتین,۲۱٬۳۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۶۲,۱۳۹۸,۲,لحظاتی پیش در تهران، مبارک‌آباد بهشتی,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱
۲۰۷,۱۳۸۸,۳,لحظاتی پیش در تهران، ولنجک، خیابان ولنجک,۳۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۷
۳۵,۱۳۹۸,۱,لحظاتی پیش در تهران، آجودانیه,۲۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۳۸,۱۳۹۸,۲,لحظاتی پیش در تهران، ولنجک,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۵۳,۱۳۹۲,۱,لحظاتی پیش در تهران، لشکر,۳٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۱
۱۰۰,۱۴۰۰,۲,لحظاتی پیش در تهران، مبارک‌آباد بهشتی,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۲
۸۴,۱۳۸۴,۲,لحظاتی پیش در تهران، ایران,۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۴
۴۱,۱۳۷۶,بدون اتاق,لحظاتی پیش در تهران، بریانک,۱٬۶۱۰٬۰۰۰٬۰۰۰ تومان,زیرهمکف
۱۸۸,۱۴۰۲,۳,لحظاتی پیش در تهران، زعفرانیه,۵۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۳۴۵,۱۳۹۵,+۴,لحظاتی پیش در تهران، سعادت‌آباد,۶۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶
۱۱۸,۱۳۸۶,۳,لحظاتی پیش در تهران، سهروردی,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۳۷,۱۴۰۰,۲,لحظاتی پیش در تهران، جردن,۲۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۰۵,۱۴۰۰,۲,لحظاتی پیش در تهران، دربند، کوچه اسداللهی (خ. دربند),۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲
۴۳,۱۳۹۳,۱,لحظاتی پیش در تهران، لشکر,۲٬۸۳۰٬۰۰۰٬۰۰۰ تومان,۲
۸۶,۱۳۹۴,۲,لحظاتی پیش در تهران، جنت‌آباد مرکزی,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲
۶۳,۱۳۸۳,۲,لحظاتی پیش در تهران، جنت‌آباد مرکزی، کوچه سوسن آبادی (بلوار مخبری),۶٬۶۱۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۲۰۲,۱۴۰۲,۳,لحظاتی پیش در تهران، سعادت‌آباد,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵
۲۳۵,۱۴۰۲,۳,لحظاتی پیش در تهران، سعادت‌آباد,۷۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۶۵,۱۴۰۲,۳,لحظاتی پیش در تهران، دریاچه شهدای خلیج فارس,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۲ از ۳۰
۱۰۶,۱۴۰۲,۲,دقایقی پیش در تهران، استاد معین,۸٬۱۶۰٬۰۰۰٬۰۰۰ تومان,۳ از ۶
۲۳۵,۱۴۰۱,۳,دقایقی پیش در تهران، کوهک,۳۰٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۱۹
۲۴۰,۱۳۹۵,۳,دقایقی پیش در تهران، دروس,۴۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۹۰,۱۳۸۴,۳,دقایقی پیش در تهران، دروس,۳۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۹۳,۱۳۹۳,۲,دقایقی پیش در تهران، دروس,۱۷٬۶۵۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۶۰,۱۳۹۷,۳,دقایقی پیش در تهران، سعادت‌آباد,۲۶٬۹۹۹٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۱۳۰,۱۳۹۸,۲,لحظاتی پیش در تهران، دریاچه شهدای خلیج فارس,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۹
۱۲۲,۱۳۸۵,۲,دقایقی پیش در تهران، پاسداران,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۲۵۰,۱۴۰۲,۴,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۸ از ۱۸
۱۵۰,۱۴۰۱,۳,لحظاتی پیش در تهران، سعادت‌آباد,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۶
۶۱,۱۳۸۲,۱,لحظاتی پیش در تهران، قنات‌کوثر,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۹۲,۱۳۸۱,۲,لحظاتی پیش در تهران، اباذر,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳
۷۰,۱۳۹۲,۱,دقایقی پیش در تهران، نعمت‌آباد,۲٬۴۵۰٬۰۰۰٬۰۰۰ تومان,شخصی
۴۷,۱۳۹۷,۱,دقایقی پیش در تهران، جیحون,۳٬۱۲۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۷۲,۱۳۹۱,۲,لحظاتی پیش در تهران، تهرانپارس شرقی,۵٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۴۰,۱۳۹۷,۳,دقایقی پیش در تهران، دروس,۲۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۹۶,۱۳۹۷,۲,دقایقی پیش در تهران، زنجان,۶٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۱۱۵,۱۴۰۲,۳,لحظاتی پیش در تهران، دیلمان,۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۳
۸۸,۱۳۹۲,۲,دقایقی پیش در تهران، ازگل,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۵۸,۱۳۸۳,۲,لحظاتی پیش در تهران، کوی فردوس,۵٬۶۵۰٬۰۰۰٬۰۰۰ تومان,همکف
۵۴,۱۳۸۱,۱,لحظاتی پیش در تهران، کوی فردوس,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,همکف
۵۷,۱۳۸۷,۱,لحظاتی پیش در تهران، سازمان برنامه,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,همکف
۶۷,۱۴۰۲,۱,دقایقی پیش در تهران، پونک,۸٬۹۸۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴
۷۳,۱۴۰۰,۲,دقایقی پیش در تهران، فرمانیه، خیابان سلیمی جنوبی (بلوار شهید اندرزگو),۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۱۱۴,۱۴۰۰,۲,دقایقی پیش در تهران، سوهانک، پیرحیاتی (خ. لاله),۱۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۶
۸۵,۱۴۰۰,۲,دقایقی پیش در تهران، حکیمیه,۱٬۰۵۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۲۰,۱۳۹۴,۲,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۸٬۳۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۶۰,۱۳۷۷,۱,دقایقی پیش در تهران، خانی‌آباد نو,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۷۶,۱۴۰۰,۳,لحظاتی پیش در تهران، مرزداران,۳۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۱۶,۱۳۸۶,۳,دقایقی پیش در تهران، شهران جنوبی، بلوار شهران,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۸۲,۱۳۸۰,۲,دقایقی پیش در تهران، آذربایجان,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۱۲۸,۱۳۹۲,۳,لحظاتی پیش در تهران، ایوانک,۲۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۰۷,۱۳۹۳,۲,دقایقی پیش در تهران، پونک,۱۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۷۵,۱۳۸۸,۲,لحظاتی پیش در تهران، افسریه,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۵۰,۱۳۸۲,۱,دقایقی پیش در تهران، جی,۲٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴
۱۸۲,۱۴۰۰,۳,لحظاتی پیش در تهران، جنت‌آباد مرکزی، بلوار بعثت (بلوار جنت آباد مرکزی),۲۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۶۸,۱۳۸۰,۲,لحظاتی پیش در تهران، پونک، خیابان فکوری,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۲۶۰,۱۳۸۴,۴,لحظاتی پیش در تهران، فرمانیه,۳۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶
۴۶,۱۳۹۵,۱,لحظاتی پیش در تهران، جیحون,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴
۱۰۶,۱۴۰۰,۲,لحظاتی پیش در تهران، دریاچه شهدای خلیج فارس، خیابان جوزانی غربی (خیابان طبیعت),۱۰٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۷
۷۸,۱۳۸۵,۲,لحظاتی پیش در تهران، کوی فردوس، خیابان سازمان برنامه شمالی (ب. علامه جعفری),۷٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۹۸,۱۳۹۵,۲,لحظاتی پیش در تهران، جنت‌آباد جنوبی,۹٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۵۳,۱۳۷۶,۱,دقایقی پیش در تهران، تهرانپارس شرقی، بلوار ناهیدی (جاده دماوند),۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۶۸,قبل از ۱۳۷۰,۲,دقایقی پیش در تهران، عباس‌آباد,۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۷۰,۱۳۹۷,۳,لحظاتی پیش در تهران، نیاوران,۴۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱
۷۹,۱۳۹۳,۲,لحظاتی پیش در تهران، کوی فردوس,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۸۸,۱۳۸۵,۲,دقایقی پیش در تهران، شهرک پرواز,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴
۱۴۰,۱۳۹۶,۲,لحظاتی پیش در تهران، شهرک شهید باقری,۹٬۷۳۰٬۰۰۰٬۰۰۰ تومان,۳ از ۱۲
۲۲۵,۱۳۸۸,۳,دقایقی پیش در تهران، زعفرانیه,۵۲٬۸۷۵٬۰۰۰٬۰۰۰ تومان,۶
۵۴,۱۳۸۰,۱,لحظاتی پیش در تهران، جیحون,۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۹۶,۱۳۸۹,۲,لحظاتی پیش در تهران، پونک، خیابان سردار جنگل شمال,۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۱۴۸,۱۴۰۱,۳,لحظاتی پیش در تهران، سلسبیل,۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۳۰,۱۳۸۶,۲,لحظاتی پیش در تهران، قیطریه,۱۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۸۵,۱۳۸۵,۳,دقایقی پیش در تهران، ونک، میدان شیخ بهایی (خیابان شیخ بهائی),۲۰٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۳۳۵,۱۳۹۵,۴,دقایقی پیش در تهران، الهیه,۸۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۴
۱۰۹,۱۳۷۹,۲,دقایقی پیش در تهران، ظفر,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲
۴۰,۱۳۸۸,۱,دقایقی پیش در تهران، مسعودیه، بلوار ابومسلم خراسانی,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۶۵,۱۴۰۲,۲,دقایقی پیش در تهران، آبشار,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰
۸۵,۱۳۸۰,۲,دقایقی پیش در تهران، اقدسیه,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۱۵,۱۳۹۵,۲,دقایقی پیش در تهران، زعفرانیه,۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۸۵,۱۴۰۱,۳,دقایقی پیش در تهران، زعفرانیه,۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵
۹۵,۱۳۹۸,۲,دقایقی پیش در تهران، نارمک,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۵۳,۱۳۹۶,۲,دقایقی پیش در تهران، اندیشه (شهر زیبا),۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۳
۱۱۶,۱۳۹۲,۲,دقایقی پیش در تهران، سعادت‌آباد,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۵۶,۱۳۹۱,۱,لحظاتی پیش در تهران، امامزاده حسن(ع)، خیابان امامزاده حسن (امین الملک) (خ. قزوین),۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴
۱۳۹,۱۴۰۲,۳,لحظاتی پیش در تهران، پونک,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۱۸,۱۴۰۱,۲,لحظاتی پیش در تهران، میرداماد,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲
۸۰,۱۳۸۹,۲,لحظاتی پیش در تهران، شهرآرا,۸٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۲
۲۱۷,۱۳۹۹,۳,لحظاتی پیش در تهران، زعفرانیه,۸۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۸۰,۱۴۰۲,۲,دقایقی پیش در تهران، مبارک‌آباد بهشتی,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۲
۳۱۸,۱۳۸۵,۳,دقایقی پیش در تهران، الهیه,۶۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶
۱۲۴,۱۳۸۷,۲,دقایقی پیش در تهران، ایران,۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۷۵,۱۳۹۵,۲,لحظاتی پیش در تهران، مرزداران,۸٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۰۵,۱۳۹۹,۲,دقایقی پیش در تهران، ظفر,۱۶٬۲۷۵٬۰۰۰٬۰۰۰ تومان,۵
۱۵۵,۱۴۰۲,۳,لحظاتی پیش در تهران، کوی فراز,۲۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۶
۹۵,۱۳۹۵,۲,دقایقی پیش در تهران، نیاوران,۱۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۸۰,۱۴۰۲,۲,دقایقی پیش در تهران، خواجه نظام الملک، میدان نامجو (خیابان نامجو),۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۳۶,۱۳۹۷,بدون اتاق,دقایقی پیش در تهران، آذربایجان، خیابان رودکی شمالی (خیابان رودکی جنوبی),۲٬۵۰۰٬۰۰۰٬۰۰۱ تومان,۱ از ۵
۹۳,۱۴۰۰,۲,لحظاتی پیش در تهران، مبارک‌آباد بهشتی,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۳
۸۰,۱۴۰۲,۲,دقایقی پیش در تهران، جمهوری، خیابان کارگر جنوبی,۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۴
۷۰,۱۳۸۶,۲,لحظاتی پیش در تهران، ستارخان,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۶ از ۶
۱۱۵,۱۳۹۵,۲,لحظاتی پیش در تهران، مرزداران,۱۴٬۵۶۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۸۰,۱۳۹۹,۳,دقایقی پیش در تهران، ولنجک، خیابان ولنجک,۴۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۶
۲۲۰,قبل از ۱۳۷۰,۴,لحظاتی پیش در تهران، بلوار کشاورز,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۶
۵۱,۱۳۹۵,۱,دقایقی پیش در تهران، جیحون,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۷۷,۱۳۷۷,۲,دقایقی پیش در تهران، سیزده آبان، کنارگذر رجایی (خ. شهید رجایی),۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۲۳,۱۴۰۲,۲,دقایقی پیش در تهران، پاسداران,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۲ از ۱۲
۵۵,۱۳۹۰,۱,دقایقی پیش در تهران، وردآورد,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۳۸۰,۱۳۹۹,۳,دقایقی پیش در تهران، زعفرانیه,۱۰۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۸
۹۵,۱۴۰۲,۲,دقایقی پیش در تهران، نازی‌آباد، خیابان برادران احدی,۸٬۱۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۳۲۰,۱۳۹۷,۳,لحظاتی پیش در تهران، زعفرانیه,۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۱۳۰,۱۳۸۸,۲,لحظاتی پیش در تهران، ولنجک,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۰
۴۲,۱۳۸۰,۱,دقایقی پیش در تهران، بریانک، خیابان محبوب مجاز (کنارگذر نواب),۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳
۶۸,۱۳۹۴,۲,دقایقی پیش در تهران، اندیشه (شهر زیبا),۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۴۰,۱۳۸۲,۱,دقایقی پیش در تهران، پیروزی، کنارگذر پیروزی (کنارگذر امام علی),۲٬۵۳۰٬۰۰۰٬۰۰۰ تومان,۱ از ۳
۸۲,۱۳۸۲,۲,دقایقی پیش در تهران، کوی فردوس,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۰۱,۱۳۹۷,۲,دقایقی پیش در تهران، کوی فردوس,۱۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۲
۵۹,۱۳۹۱,۲,دقایقی پیش در تهران، اندیشه (شهر زیبا),۱٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۶
۲۴۳,۱۳۹۲,۳,دقایقی پیش در تهران، زعفرانیه، خیابان ثارالله (خ. کامبیز),۶۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹
۲۱۹,۱۳۹۷,۳,لحظاتی پیش در تهران، پاسداران,۴۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۷
۳۷۰,۱۳۹۷,۴,دقایقی پیش در تهران، پاسداران,۹۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۶
۲۷۰,۱۳۹۷,۴,لحظاتی پیش در تهران، پاسداران,۴۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۶
۶۳,۱۳۸۷,۱,دقایقی پیش در تهران، نازی‌آباد,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۵۰,۱۳۸۲,۱,لحظاتی پیش در تهران، امیرآباد,۴٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳
۶۹,۱۳۹۴,۲,دقایقی پیش در تهران، هفت چنار، خیابان خوش جنوبی (خ. هاشمی),۴٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۲۴۰,۱۴۰۲,۳,دقایقی پیش در تهران، فرمانیه,۵۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲۲
۱۱۳,۱۳۹۴,۲,دقایقی پیش در تهران، جنت‌آباد مرکزی، خیابان بصارتی (بلوار کبیری طامه شمالی),۱۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۶۰,۱۴۰۱,۳,دقایقی پیش در تهران، پاسداران، خیابان پاسداران,۲۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۲۷,۱۳۹۰,۲,دقایقی پیش در تهران، آبشار تهران,۷٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۴
۱۸۰,۱۴۰۲,۳,دقایقی پیش در تهران، پاسداران,۴۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۶
۱۹۴,۱۴۰۲,۳,دقایقی پیش در تهران، پاسداران، کوچه گلستان,۲۲٬۳۱۰٬۰۰۰٬۰۰۰ تومان,۹ از ۱۱
۱۱۰,۱۳۸۹,۲,دقایقی پیش در تهران، ولنجک,۱۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵
۴۲,۱۳۹۷,۱,دقایقی پیش در تهران، خزانه,۲٬۱۴۵٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۶۷,۱۳۹۴,۲,دقایقی پیش در تهران، اندیشه (شهر زیبا),۳٬۳۷۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳
۱۷۰,۱۳۹۸,۳,دقایقی پیش در تهران، میرداماد,۲۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
